,image_id,width,height,x,y,w,h,class
6006,7649,1622,626,1128,335,26,30,2
6007,7649,1622,626,45,313,23,23,2
6008,7658,1622,626,1135,298,35,32,2
6009,7658,1622,626,1141,336,30,22,6
6010,7660,1622,626,611,299,13,10,6
6011,7661,1622,626,860,120,21,23,4
6012,7661,1622,626,889,119,19,23,4
6013,7661,1622,626,916,119,20,24,4
6014,7663,1622,626,387,298,8,7,4
6015,7663,1622,626,398,299,8,7,4
6016,7663,1622,626,410,299,10,7,4
6017,7664,1622,626,702,253,5,4,1
6018,7664,1622,626,702,258,6,4,7
6019,7666,1622,626,972,439,25,21,6
6020,7667,1622,626,327,259,42,43,1
6021,7667,1622,626,329,306,45,44,7
6022,7667,1622,626,326,218,41,39,6
6023,7669,1622,626,974,449,15,14,6
6024,7674,1622,626,1519,89,13,8,6
6025,7676,1622,626,725,294,13,13,4
6026,7676,1622,626,726,308,11,11,5
6027,7679,1622,626,618,352,14,11,6
6028,7682,1622,626,905,419,11,9,1
6029,7684,1622,626,715,249,13,10,6
6030,7689,1622,626,846,326,6,6,6
6031,7690,1622,626,1117,461,64,59,6
6032,7690,1622,626,861,473,22,21,6
6033,7690,1622,626,795,487,7,9,6
6034,7692,1622,626,568,324,24,26,1
6035,7694,1622,626,935,355,37,30,6
6036,7695,1622,626,561,180,12,11,1
6037,7695,1622,626,561,192,10,10,7
6038,7697,1622,626,866,228,41,41,6
6039,7698,1622,626,1335,415,40,29,6
6040,7698,1622,626,1222,428,14,11,6
6041,7700,1622,626,750,473,8,9,1
6042,7705,1622,626,485,250,11,10,1
6043,7705,1622,626,487,261,11,9,7
6044,7707,1622,626,1111,309,33,27,6
6045,7709,1622,626,506,278,8,6,1
6046,7709,1622,626,506,285,9,8,7
6047,7709,1622,626,924,244,61,59,6
6048,7713,1622,626,1039,157,75,71,5
6049,7713,1622,626,1096,63,59,53,5
6050,7713,1622,626,151,20,81,70,5
6051,7718,1622,626,721,157,17,18,4
6052,7718,1622,626,793,157,18,18,4
6053,7718,1622,626,612,155,21,19,4
6054,7718,1622,626,526,158,23,23,4
6055,7718,1622,626,479,157,27,24,4
6056,7718,1622,626,672,249,17,15,5
6057,7718,1622,626,671,230,18,17,2
6058,7718,1622,626,820,265,8,8,2
6059,7718,1622,626,819,249,9,9,2
6060,7718,1622,626,830,263,8,9,5
6061,7720,1622,626,793,409,25,26,1
6062,7721,1622,626,942,442,15,13,6
6063,7722,1622,626,1477,220,32,19,6
6064,7722,1622,626,1376,242,13,9,6
6065,7727,1622,626,1230,184,46,35,3
6066,7728,1622,626,766,240,30,30,7
6067,7730,1622,626,854,352,11,11,6
6068,7732,1622,626,1390,417,47,30,6
6069,7734,1622,626,1026,257,10,9,3
6070,7736,1622,626,1108,160,27,21,6
6071,7739,1622,626,1042,246,27,23,6
6072,7741,1622,626,970,165,9,8,2
6073,7741,1622,626,728,178,9,8,1
6074,7743,1622,626,654,337,20,18,7
6075,7743,1622,626,646,333,5,5,2
6076,7743,1622,626,710,352,7,6,2
6077,7744,1622,626,705,249,38,30,6
6078,7744,1622,626,612,261,13,11,6
6079,7744,1622,626,522,267,4,4,1
6080,7744,1622,626,522,271,4,4,7
6081,7747,1622,626,873,161,33,29,6
6082,7747,1622,626,734,225,15,14,7
6083,7750,1622,626,757,301,13,14,2
6084,7750,1622,626,756,276,14,14,2
6085,7753,1622,626,991,533,12,10,6
6086,7755,1622,626,603,275,14,12,5
6087,7758,1622,626,647,264,21,18,6
6088,7761,1622,626,793,457,9,10,6
6089,7762,1622,626,848,472,21,20,6
6090,7768,1622,626,529,470,8,8,6
6091,7768,1622,626,563,470,14,12,6
6092,7771,1622,626,946,397,24,25,2
6093,7775,1622,626,617,299,22,20,5
6094,7777,1622,626,461,421,39,33,6
6095,7778,1622,626,654,499,10,11,1
6096,7778,1622,626,652,511,11,12,7
6097,7780,1622,626,855,475,9,8,6
6098,7780,1622,626,855,466,8,8,6
6099,7782,1622,626,765,352,12,12,2
6100,7783,1622,626,654,487,8,7,6
6101,7784,1622,626,643,266,16,14,6
6102,7788,1622,626,815,196,15,16,2
6103,7790,1622,626,901,266,46,44,2
6104,7790,1622,626,447,181,46,39,1
6105,7790,1622,626,442,218,47,41,7
6106,7792,1622,626,610,291,7,7,3
6107,7792,1622,626,601,279,8,7,5
6108,7792,1622,626,610,283,7,7,2
6109,7792,1622,626,641,296,5,5,5
6110,7794,1622,626,968,401,8,8,1
6111,7795,1622,626,1098,293,28,22,6
6112,7798,1622,626,912,76,43,48,2
6113,7801,1622,626,538,216,11,10,1
6114,7801,1622,626,539,227,10,11,7
6115,7802,1622,626,656,323,10,9,1
6116,7802,1622,626,656,333,10,11,7
6117,7803,1622,626,1216,43,31,25,1
6118,7803,1622,626,1212,68,29,24,7
6119,7803,1622,626,1368,88,6,4,1
6120,7803,1622,626,1368,92,6,4,7
6121,7804,1622,626,676,193,23,20,6
6122,7806,1622,626,852,389,10,9,6
6123,7810,1622,626,786,417,14,12,6
6124,7814,1622,626,513,452,37,40,1
6125,7816,1622,626,840,176,11,11,1
6126,7816,1622,626,799,178,9,10,1
6127,7817,1622,626,1220,427,21,15,6
6128,7818,1622,626,870,226,17,17,2
6129,7822,1622,626,514,293,14,11,6
6130,7824,1622,626,832,348,17,16,2
6131,7824,1622,626,940,329,29,28,6
6132,7825,1622,626,934,295,20,20,2
6133,7825,1622,626,937,316,15,14,6
6134,7828,1622,626,1087,272,18,17,6
6135,7830,1622,626,1201,109,17,14,6
6136,7830,1622,626,1222,109,19,15,6
6137,7830,1622,626,1244,108,19,16,6
6138,7830,1622,626,1521,79,37,25,6
6139,7830,1622,626,1014,99,6,7,1
6140,7832,1622,626,735,490,22,20,6
6141,7832,1622,626,665,489,9,9,6
6142,7833,1622,626,814,405,22,20,6
6143,7835,1622,626,648,197,8,8,1
6144,7835,1622,626,649,205,7,7,7
6145,7835,1622,626,770,197,5,5,5
6146,7835,1622,626,778,197,7,6,5
6147,7836,1622,626,822,460,11,10,5
6148,7836,1622,626,822,448,11,10,2
6149,7837,1622,626,1115,437,30,27,6
6150,7841,1622,626,1448,418,20,14,6
6151,7841,1622,626,1354,427,10,8,6
6152,7842,1622,626,595,183,10,10,1
6153,7842,1622,626,595,194,10,11,7
6154,7848,1622,626,626,432,13,11,6
6155,7850,1622,626,786,390,16,15,6
6156,7851,1622,626,820,409,44,40,6
6157,7855,1622,626,973,454,53,49,6
6158,7860,1622,626,669,487,8,7,6
6159,7864,1622,626,523,258,15,13,2
6160,7864,1622,626,562,260,16,14,5
6161,7866,1622,626,751,266,8,6,1
6162,7866,1622,626,751,272,8,8,7
6163,7867,1622,626,1533,390,28,36,2
6164,7867,1622,626,1524,353,29,33,5
6165,7867,1622,626,800,393,11,11,2
6166,7867,1622,626,458,385,10,11,1
6167,7867,1622,626,193,357,13,11,5
6168,7867,1622,626,189,369,16,13,2
6169,7868,1622,626,404,178,50,44,5
6170,7868,1622,626,402,134,50,45,5
6171,7868,1622,626,143,180,55,42,3
6172,7871,1622,626,1267,413,121,112,6
6173,7873,1622,626,892,503,16,16,6
6174,7875,1622,626,853,422,8,8,1
6175,7875,1622,626,983,419,8,7,5
6176,7875,1622,626,247,426,13,12,1
6177,7875,1622,626,280,434,9,7,6
6178,7877,1622,626,873,479,20,20,6
6179,7878,1622,626,713,425,13,12,6
6180,7881,1622,626,592,309,23,21,6
6181,7883,1622,626,1233,430,13,11,6
6182,7886,1622,626,141,124,122,123,1
6183,7892,1622,626,259,405,9,7,1
6184,7892,1622,626,259,412,9,7,7
6185,7893,1622,626,686,487,15,14,6
6186,7893,1622,626,645,494,7,6,6
6187,7896,1622,626,942,199,28,28,2
6188,7897,1622,626,928,231,40,40,2
6189,7899,1622,626,1473,356,22,15,5
6190,7899,1622,626,1473,339,19,15,5
6191,7900,1622,626,667,269,14,16,2
6192,7900,1622,626,510,267,7,7,1
6193,7900,1622,626,510,275,6,6,7
6194,7902,1622,626,560,354,14,13,1
6195,7902,1622,626,559,370,14,13,7
6196,7908,1622,626,932,245,36,33,6
6197,7908,1622,626,793,265,12,10,6
6198,7910,1622,626,997,313,13,10,6
6199,7911,1622,626,931,440,12,10,6
6200,7911,1622,626,931,429,11,9,6
6201,7917,1622,626,940,487,17,18,2
6202,7918,1622,626,1268,250,23,22,5
6203,7920,1622,626,995,381,44,45,2
6204,7920,1622,626,844,433,16,15,6
6205,7920,1622,626,843,414,17,15,6
6206,7930,1622,626,536,377,13,10,6
6207,7931,1622,626,398,123,63,59,1
6208,7931,1622,626,398,182,65,58,7
6209,7932,1622,626,1257,296,125,195,6
6210,7932,1622,626,426,415,33,30,5
6211,7933,1622,626,808,337,13,11,6
6212,7939,1622,626,679,422,20,18,6
6213,7944,1622,626,1038,269,18,18,4
6214,7944,1622,626,1062,272,19,19,4
6215,7944,1622,626,1090,274,19,20,4
6216,7947,1622,626,679,227,44,43,6
6217,7948,1622,626,1003,405,5,4,1
6218,7949,1622,626,748,403,35,32,6
6219,7949,1622,626,631,424,10,8,6
6220,7953,1622,626,1051,317,41,32,6
6221,7955,1622,626,639,402,25,20,6
6222,7956,1622,626,1070,186,63,52,6
6223,7956,1622,626,1513,23,70,72,4
6224,7959,1622,626,892,180,28,25,6
6225,7960,1622,626,953,407,7,7,1
6226,7961,1622,626,1001,204,31,26,6
6227,7961,1622,626,1002,167,31,27,6
6228,7961,1622,626,776,167,16,16,5
6229,7961,1622,626,777,150,16,17,4
6230,7961,1622,626,405,177,25,25,6
6231,7962,1622,626,871,405,14,15,1
6232,7967,1622,626,879,384,42,37,6
6233,7967,1622,626,791,409,14,12,6
6234,7967,1622,626,773,425,9,8,6
6235,7969,1622,626,614,447,25,23,6
6236,7971,1622,626,748,293,10,10,2
6237,7978,1622,626,455,439,10,12,5
6238,7978,1622,626,888,424,10,10,1
6239,7978,1622,626,1045,420,7,7,5
6240,7980,1622,626,1435,203,127,100,6
6241,7981,1622,626,553,178,66,58,6
6242,7983,1622,626,286,265,56,49,1
6243,7983,1622,626,277,319,59,48,7
6244,7985,1622,626,1064,131,27,23,6
6245,7985,1622,626,1028,138,14,14,6
6246,7985,1622,626,932,131,3,3,1
6247,7985,1622,626,932,135,3,3,7
6248,7986,1622,626,807,408,9,9,6
6249,7991,1622,626,630,402,10,9,6
6250,7992,1622,626,1241,252,92,103,6
6251,7993,1622,626,757,311,19,16,6
6252,7993,1622,626,642,325,5,5,6
6253,7994,1622,626,910,222,60,61,6
6254,7994,1622,626,490,248,9,8,1
6255,7994,1622,626,490,256,9,8,7
6256,8000,1622,626,708,433,17,16,6
6257,8002,1622,626,862,367,7,6,6
6258,8008,1622,626,697,438,13,11,6
6259,8008,1622,626,686,440,9,9,6
6260,8009,1622,626,800,242,14,14,3
6261,8010,1622,626,485,308,23,21,1
6262,8010,1622,626,696,321,10,8,6
6263,8010,1622,626,663,324,5,5,6
6264,8012,1622,626,754,301,13,13,3
6265,8027,1622,626,877,169,30,32,5
6266,8029,1622,626,326,257,28,21,6
6267,8030,1622,626,1020,310,21,16,6
6268,8032,1622,626,905,309,16,16,3
6269,8032,1622,626,824,309,6,6,2
6270,8033,1622,626,1538,136,40,24,6
6271,8039,1622,626,563,360,6,6,1
6272,8039,1622,626,563,367,6,5,7
6273,8040,1622,626,1425,147,13,9,6
6274,8041,1622,626,824,315,13,13,6
6275,8043,1622,626,1007,383,9,10,4
6276,8043,1622,626,998,395,5,5,5
6277,8046,1622,626,757,379,8,9,5
6278,8048,1622,626,1340,172,54,35,6
6279,8053,1622,626,677,261,12,12,1
6280,8053,1622,626,677,274,12,11,7
6281,8059,1622,626,791,341,8,6,6
6282,8061,1622,626,618,439,17,14,6
6283,8063,1622,626,903,392,34,28,6
6284,8065,1622,626,1035,426,28,22,6
6285,8065,1622,626,1204,326,59,45,6
6286,8070,1622,626,568,317,11,10,1
6287,8072,1622,626,898,243,23,23,5
6288,8072,1622,626,602,237,13,13,5
6289,8075,1622,626,653,282,7,8,3
6290,8082,1622,626,806,210,16,28,3
6291,8082,1622,626,807,239,13,21,6
6292,8084,1622,626,633,326,15,15,1
6293,8084,1622,626,826,339,11,10,6
6294,8085,1622,626,1433,75,105,67,6
6295,8085,1622,626,753,83,21,23,2
6296,8086,1622,626,711,509,16,14,6
6297,8088,1622,626,890,335,184,83,7
6298,8090,1622,626,1055,292,59,51,6
6299,8091,1622,626,666,339,8,7,6
6300,8093,1622,626,706,356,19,20,2
6301,8095,1622,626,354,424,17,15,6
6302,8095,1622,626,338,426,13,11,5
6303,8102,1622,626,452,308,9,8,1
6304,8102,1622,626,451,316,9,8,7
6305,8103,1622,626,857,283,17,13,6
6306,8105,1622,626,545,321,23,20,6
6307,8106,1622,626,698,379,67,62,6
6308,8109,1622,626,1177,336,34,35,6
6309,8111,1622,626,303,302,32,26,5
6310,8113,1622,626,674,525,10,11,5
6311,8117,1622,626,377,178,39,33,1
6312,8117,1622,626,379,212,37,32,7
6313,8118,1622,626,516,418,15,15,6
6314,8120,1622,626,865,245,22,22,4
6315,8120,1622,626,892,245,22,22,4
6316,8120,1622,626,918,246,22,21,4
6317,8122,1622,626,1309,0,152,175,7
6318,8122,1622,626,766,265,11,12,5
6319,8123,1622,626,851,245,10,10,4
6320,8123,1622,626,835,244,12,12,4
6321,8123,1622,626,866,260,10,10,5
6322,8123,1622,626,865,243,13,13,2
6323,8123,1622,626,984,316,7,6,2
6324,8127,1622,626,1496,448,34,26,2
6325,8130,1622,626,1516,103,22,16,5
6326,8131,1622,626,927,264,32,32,2
6327,8133,1622,626,1025,296,21,20,5
6328,8135,1622,626,871,362,15,13,6
6329,8135,1622,626,683,369,7,7,1
6330,8136,1622,626,608,333,27,26,1
6331,8136,1622,626,607,360,26,25,7
6332,8138,1622,626,703,311,19,18,6
6333,8139,1622,626,745,361,15,12,6
6334,8143,1622,626,1334,408,29,22,6
6335,8146,1622,626,1164,134,92,73,6
6336,8146,1622,626,1171,41,97,76,6
6337,8146,1622,626,705,122,23,25,5
6338,8146,1622,626,706,96,22,24,4
6339,8148,1622,626,1051,418,10,9,1
6340,8150,1622,626,1477,106,16,11,6
6341,8150,1622,626,1474,119,15,11,6
6342,8153,1622,626,641,367,6,5,6
6343,8155,1622,626,1035,83,21,18,6
6344,8155,1622,626,931,93,4,4,1
6345,8155,1622,626,931,98,4,3,7
6346,8157,1622,626,895,389,63,63,6
6347,8161,1622,626,1016,282,13,11,2
6348,8162,1622,626,1010,417,20,19,6
6349,8162,1622,626,966,432,7,6,6
6350,8164,1622,626,41,6,106,107,1
6351,8164,1622,626,41,119,118,101,7
6352,8166,1622,626,745,194,16,17,5
6353,8166,1622,626,769,194,18,17,4
6354,8166,1622,626,847,174,18,18,4
6355,8171,1622,626,695,439,15,12,6
6356,8176,1622,626,914,367,12,10,6
6357,8178,1622,626,966,423,33,32,6
6358,8181,1622,626,1250,337,151,143,6
6359,8181,1622,626,681,434,7,7,6
6360,8181,1622,626,697,430,11,9,6
6361,8182,1622,626,862,297,14,15,2
6362,8182,1622,626,390,316,12,18,1
6363,8183,1622,626,1449,124,12,9,6
6364,8183,1622,626,1348,116,8,6,1
6365,8183,1622,626,1347,122,8,6,7
6366,8184,1622,626,12,235,28,22,1
6367,8184,1622,626,12,260,30,22,7
6368,8184,1622,626,1103,268,17,16,1
6369,8184,1622,626,1104,286,18,17,7
6370,8184,1622,626,587,301,7,8,5
6371,8184,1622,626,569,297,9,7,2
6372,8184,1622,626,435,312,13,9,5
6373,8184,1622,626,435,301,11,9,5
6374,8184,1622,626,434,289,12,10,5
6375,8188,1622,626,885,321,11,11,6
6376,8189,1622,626,779,372,14,15,5
6377,8189,1622,626,647,312,14,13,3
6378,8191,1622,626,867,417,12,10,6
6379,8191,1622,626,868,402,11,12,6
6380,8191,1622,626,861,409,8,7,6
6381,8193,1622,626,600,316,9,9,1
6382,8194,1622,626,614,281,12,9,6
6383,8194,1622,626,581,287,6,5,6
6384,8195,1622,626,474,368,10,8,6
6385,8195,1622,626,474,358,10,8,4
6386,8195,1622,626,473,347,10,9,2
6387,8195,1622,626,832,368,8,7,6
6388,8195,1622,626,808,358,8,8,2
6389,8195,1622,626,809,368,7,6,4
6390,8195,1622,626,691,341,6,6,4
6391,8195,1622,626,701,339,7,7,4
6392,8195,1622,626,710,339,6,7,4
6393,8196,1622,626,51,453,29,29,2
6394,8197,1622,626,722,525,23,21,6
6395,8198,1622,626,647,342,18,16,6
6396,8200,1622,626,768,255,43,43,6
6397,8201,1622,626,985,256,19,16,2
6398,8202,1622,626,872,145,42,41,6
6399,8203,1622,626,866,197,25,23,6
6400,8204,1622,626,1183,219,39,89,2
6401,8204,1622,626,488,281,10,9,1
6402,8204,1622,626,489,291,9,8,7
6403,8206,1622,626,917,247,19,19,2
6404,8210,1622,626,841,203,16,13,6
6405,8211,1622,626,775,240,13,11,6
6406,8213,1622,626,950,211,13,16,2
6407,8215,1622,626,696,172,41,42,5
6408,8218,1622,626,1080,311,28,30,6
6409,8218,1622,626,618,323,6,5,1
6410,8219,1622,626,905,345,11,10,2
6411,8223,1622,626,568,324,19,18,1
6412,8223,1622,626,566,343,20,18,7
6413,8223,1622,626,823,366,27,25,2
6414,8231,1622,626,472,73,15,12,1
6415,8231,1622,626,474,87,15,14,7
6416,8231,1622,626,651,114,11,11,2
6417,8231,1622,626,629,59,8,7,4
6418,8231,1622,626,619,58,8,8,4
6419,8231,1622,626,608,58,7,8,4
6420,8232,1622,626,1215,388,11,18,6
6421,8241,1622,626,778,419,10,13,1
6422,8245,1622,626,1069,420,7,7,6
6423,8248,1622,626,912,395,13,13,2
6424,8248,1622,626,913,409,13,12,4
6425,8248,1622,626,918,423,14,14,5
6426,8248,1622,626,919,438,13,12,4
6427,8248,1622,626,1307,469,12,11,2
6428,8248,1622,626,1307,481,13,11,5
6429,8251,1622,626,719,289,11,11,2
6430,8254,1622,626,1150,313,46,43,6
6431,8256,1622,626,1160,149,153,175,6
6432,8256,1622,626,501,317,6,5,1
6433,8256,1622,626,501,323,6,5,7
6434,8258,1622,626,818,227,31,25,6
6435,8259,1622,626,908,402,19,18,2
6436,8259,1622,626,909,368,18,19,2
6437,8259,1622,626,250,342,34,31,1
6438,8259,1622,626,241,373,39,30,7
6439,8260,1622,626,423,390,60,81,1
6440,8261,1622,626,511,180,10,10,1
6441,8261,1622,626,512,190,11,10,7
6442,8263,1622,626,832,374,91,82,6
6443,8264,1622,626,197,388,17,12,1
6444,8264,1622,626,196,402,17,12,7
6445,8265,1622,626,976,536,12,11,6
6446,8266,1622,626,461,244,16,16,1
6447,8271,1622,626,1166,418,12,12,1
6448,8272,1622,626,721,385,23,20,6
6449,8276,1622,626,610,389,8,6,6
6450,8279,1622,626,315,354,79,81,1
6451,8280,1622,626,825,330,16,15,6
6452,8281,1622,626,1311,136,147,129,5
6453,8290,1622,626,860,420,10,9,4
6454,8290,1622,626,861,409,10,10,2
6455,8292,1622,626,807,369,12,14,1
6456,8292,1622,626,807,384,13,13,7
6457,8302,1622,626,1087,358,41,39,6
6458,8302,1622,626,849,381,8,9,3
6459,8304,1622,626,761,257,10,10,6
6460,8309,1622,626,1007,120,19,17,4
6461,8309,1622,626,1085,108,37,32,6
6462,8309,1622,626,896,112,8,8,1
6463,8309,1622,626,896,121,8,8,7
6464,8310,1622,626,897,284,38,50,7
6465,8310,1622,626,595,211,18,34,5
6466,8313,1622,626,979,264,49,47,2
6467,8313,1622,626,977,320,49,41,6
6468,8317,1622,626,442,150,33,29,5
6469,8323,1622,626,885,0,43,43,5
6470,8326,1622,626,665,487,9,9,6
6471,8327,1622,626,1362,571,82,54,6
6472,8327,1622,626,1496,589,58,36,6
6473,8336,1622,626,819,208,23,24,3
6474,8341,1622,626,724,263,6,6,1
6475,8342,1622,626,1486,5,87,56,3
6476,8345,1622,626,816,76,34,36,4
6477,8345,1622,626,856,80,32,38,4
6478,8345,1622,626,894,89,33,34,4
6479,8347,1622,626,809,325,24,23,6
6480,8348,1622,626,1428,68,17,10,6
6481,8349,1622,626,678,436,6,6,6
6482,8354,1622,626,774,175,17,16,6
6483,8357,1622,626,648,280,20,18,6
6484,8359,1622,626,851,261,25,22,6
6485,8360,1622,626,683,522,16,16,6
6486,8364,1622,626,913,278,16,15,2
6487,8364,1622,626,914,248,15,15,2
6488,8370,1622,626,1007,245,11,12,2
6489,8370,1622,626,429,227,10,14,2
6490,8370,1622,626,1282,210,22,33,5
6491,8370,1622,626,1327,227,22,32,2
6492,8373,1622,626,627,251,10,9,6
6493,8374,1622,626,624,426,18,16,6
6494,8375,1622,626,101,196,40,32,1
6495,8375,1622,626,99,230,38,30,7
6496,8376,1622,626,953,341,23,21,6
6497,8383,1622,626,317,285,18,15,3
6498,8384,1622,626,920,288,15,12,6
6499,8385,1622,626,761,338,17,16,6
6500,8388,1622,626,822,374,30,29,6
6501,8391,1622,626,936,318,68,65,6
6502,8395,1622,626,1301,461,94,95,6
6503,8400,1622,626,398,238,21,22,6
6504,8400,1622,626,401,266,18,23,6
6505,8407,1622,626,1074,383,36,33,5
6506,8411,1622,626,882,255,9,7,6
6507,8415,1622,626,866,325,8,8,6
6508,8417,1622,626,713,417,12,13,1
6509,8418,1622,626,690,279,8,7,6
6510,8419,1622,626,641,247,15,15,1
6511,8419,1622,626,642,264,16,15,7
6512,8427,1622,626,218,328,57,43,1
6513,8427,1622,626,211,374,57,46,7
6514,8428,1622,626,672,399,9,8,2
6515,8428,1622,626,671,409,9,8,5
6516,8431,1622,626,1064,210,82,70,6
6517,8431,1622,626,892,252,25,21,6
6518,8433,1622,626,497,404,7,7,1
6519,8433,1622,626,496,412,7,7,7
6520,8437,1622,626,664,237,18,17,1
6521,8437,1622,626,664,255,18,17,7
6522,8440,1622,626,243,255,19,17,1
6523,8440,1622,626,242,275,21,16,7
6524,8445,1622,626,577,212,25,25,5
6525,8448,1622,626,773,488,15,15,1
6526,8448,1622,626,774,504,14,17,7
6527,8452,1622,626,850,301,28,29,7
6528,8456,1622,626,632,218,14,15,6
6529,8457,1622,626,1301,264,22,19,5
6530,8457,1622,626,1310,218,22,17,5
6531,8457,1622,626,886,0,22,22,7
6532,8458,1622,626,1474,145,32,23,2
6533,8458,1622,626,1469,170,33,22,4
6534,8460,1622,626,775,405,23,20,6
6535,8460,1622,626,623,389,11,10,1
6536,8460,1622,626,622,401,11,10,7
6537,8461,1622,626,954,175,38,44,3
6538,8461,1622,626,876,223,9,24,1
6539,8461,1622,626,809,233,13,13,2
6540,8463,1622,626,1385,323,100,82,6
6541,8469,1622,626,762,378,7,7,6
6542,8473,1622,626,402,304,11,11,1
6543,8473,1622,626,400,316,12,11,7
6544,8484,1622,626,868,304,13,13,4
6545,8484,1622,626,869,319,14,14,2
6546,8488,1622,626,792,111,16,15,6
6547,8492,1622,626,827,299,19,19,4
6548,8492,1622,626,853,303,19,19,4
6549,8492,1622,626,801,295,18,20,4
6550,8493,1622,626,1272,181,27,20,4
6551,8493,1622,626,1271,203,26,21,2
6552,8496,1622,626,667,335,8,8,1
6553,8496,1622,626,799,342,8,6,6
6554,8498,1622,626,600,316,13,13,7
6555,8499,1622,626,686,288,12,11,2
6556,8499,1622,626,696,276,12,13,5
6557,8500,1622,626,1187,535,40,33,6
6558,8502,1622,626,822,288,17,17,2
6559,8502,1622,626,821,255,19,18,2
6560,8502,1622,626,536,276,12,12,1
6561,8502,1622,626,537,289,11,12,7
6562,8506,1622,626,904,375,13,10,6
6563,8506,1622,626,904,363,13,11,6
6564,8506,1622,626,904,351,12,10,6
6565,8506,1622,626,852,378,7,7,2
6566,8507,1622,626,1227,81,30,25,1
6567,8507,1622,626,1222,110,32,22,7
6568,8507,1622,626,1520,113,31,22,6
6569,8509,1622,626,979,398,9,9,1
6570,8509,1622,626,625,406,6,9,5
6571,8511,1622,626,604,411,28,22,6
6572,8512,1622,626,839,238,12,12,2
6573,8512,1622,626,283,204,15,17,2
6574,8515,1622,626,820,422,8,8,1
6575,8516,1622,626,776,206,15,12,6
6576,8519,1622,626,931,448,14,10,6
6577,8520,1622,626,666,251,10,10,1
6578,8520,1622,626,666,262,11,10,7
6579,8520,1622,626,849,255,9,8,4
6580,8520,1622,626,853,250,7,7,5
6581,8520,1622,626,853,240,8,8,2
6582,8520,1622,626,959,272,10,7,6
6583,8520,1622,626,960,261,9,10,4
6584,8520,1622,626,864,273,5,5,6
6585,8524,1622,626,828,537,16,18,6
6586,8524,1622,626,761,543,7,9,6
6587,8524,1622,626,752,544,8,7,6
6588,8528,1622,626,880,506,14,11,6
6589,8534,1622,626,724,343,20,18,2
6590,8534,1622,626,593,340,18,15,5
6591,8534,1622,626,522,337,20,19,5
6592,8539,1622,626,708,310,12,11,2
6593,8539,1622,626,708,286,12,13,2
6594,8539,1622,626,399,301,16,20,4
6595,8540,1622,626,694,367,5,5,1
6596,8540,1622,626,814,364,10,8,6
6597,8551,1622,626,523,152,29,27,1
6598,8551,1622,626,528,180,24,24,7
6599,8553,1622,626,1139,338,51,40,6
6600,8554,1622,626,743,407,27,24,6
6601,8557,1622,626,379,165,18,15,1
6602,8557,1622,626,379,182,19,16,7
6603,8563,1622,626,1436,97,53,38,5
6604,8563,1622,626,207,85,19,15,1
6605,8563,1622,626,210,101,24,15,7
6606,8563,1622,626,561,122,8,8,2
6607,8563,1622,626,434,72,12,11,5
6608,8563,1622,626,419,70,13,12,5
6609,8571,1622,626,804,271,42,40,6
6610,8573,1622,626,331,310,15,13,5
6611,8574,1622,626,578,304,13,12,5
6612,8575,1622,626,790,412,43,38,6
6613,8575,1622,626,619,431,11,12,5
6614,8577,1622,626,724,414,32,31,6
6615,8578,1622,626,3,223,56,49,1
6616,8581,1622,626,717,414,16,16,6
6617,8584,1622,626,517,393,53,50,5
6618,8587,1622,626,943,138,63,75,2
6619,8599,1622,626,877,198,43,46,6
6620,8600,1622,626,394,216,19,17,1
6621,8600,1622,626,394,235,19,16,7
6622,8607,1622,626,1051,187,39,43,2
6623,8611,1622,626,586,457,12,9,6
6624,8614,1622,626,745,531,23,20,6
6625,8615,1622,626,646,352,18,16,6
6626,8616,1622,626,702,264,10,10,1
6627,8616,1622,626,702,275,9,8,7
6628,8617,1622,626,685,255,6,6,1
6629,8617,1622,626,685,262,6,5,7
6630,8618,1622,626,470,239,12,11,1
6631,8618,1622,626,470,251,12,10,7
6632,8619,1622,626,909,299,20,20,3
6633,8619,1622,626,791,289,11,11,5
6634,8622,1622,626,1325,428,29,22,5
6635,8622,1622,626,1449,403,61,37,6
6636,8630,1622,626,692,234,10,10,1
6637,8630,1622,626,691,245,11,11,7
6638,8632,1622,626,809,260,9,9,4
6639,8632,1622,626,809,271,9,9,2
6640,8632,1622,626,869,267,11,12,5
6641,8633,1622,626,765,337,27,26,6
6642,8635,1622,626,954,297,13,13,5
6643,8635,1622,626,1257,319,13,14,5
6644,8636,1622,626,730,307,12,11,6
6645,8638,1622,626,678,333,14,11,6
6646,8640,1622,626,705,291,23,21,1
